X,Y,Z
288.727,126.278,6.481
350.674,129.075,5.811
399.201,131.538,5.916
437.156,131.295,5.923
333.87,133.031,5.824
266.945,133.343,6.201
297.28,133.774,6.041
373.233,133.782,5.752
386.711,134.198,5.939
278.528,136.315,6.113
309.452,135.574,5.748
321.173,136.107,5.79
357.463,139.922,5.451
421.937,138.114,5.957
344.527,140.665,5.371
258.243,141.611,6.061
287.84,142.546,5.818
408.707,141.849,5.347
245.691,142.435,6.061
329.708,145.129,5.627
380.713,144.605,5.678
396.189,143.576,5.89
367.698,145.008,5.341
299.451,146.475,5.659
313.779,146.397,5.36
275.832,149.618,5.698
422.847,150.033,5.901
239.311,151.384,6.303
340.857,151.909,5.25
264.518,152.664,5.718
351.639,152.187,5.609
388.788,152.754,5.45
321.401,154.851,5.705
411.464,154.71,5.735
287.617,155.581,5.701
363.314,156.161,5.689
434.572,154.511,5.907
306.141,155.608,5.721
375.599,157.454,5.857
711.581,154.864,5.975
254.303,158.962,5.711
399.598,156.798,5.686
331.316,158.714,5.245
423.415,161.267,5.801
230.177,159.709,6.18
298.349,163.53,5.622
241.871,163.721,5.912
270.052,164.391,5.7
312.984,164.884,5.553
386.11,164.11,5.52
351.912,165.832,5.377
286.767,166.837,5.732
437.096,165.898,5.764
339.656,166.843,5.813
405.738,166.232,5.861
324.904,167.856,5.431
363.888,168.576,5.871
376.02,171.264,5.709
394.681,171.264,5.739
231.693,172.592,6.265
250.896,172.671,5.864
416.389,171.455,5.889
279.015,174.565,5.813
345.05,178.313,5.838
264.01,175.554,5.948
333.154,178.718,5.862
439.272,177.126,5.87
321.76,179.346,5.756
356.101,180.263,5.75
367.687,180.345,5.789
416.95,182.338,6.215
385.696,180.32,5.96
273.328,186.432,5.986
334.248,108.696,6.983
388.144,110.157,6.941
321.524,111.686,6.816
286.954,113.245,6.908
310.248,114.641,6.51
401.752,117.223,6.552
449.846,117.315,6.781
265.204,118.97,7.062
556.864,117.902,7.129
300.035,120.418,6.245
412.887,119.522,6.278
328.362,121.362,6.067
436.395,119.32,6.178
472.187,118.652,6.394
707.21,118.841,6.944
340.535,122.516,5.944
377.061,122.074,6.004
390.118,122.544,6.132
756.323,119.944,6.94
226.436,122.445,6.909
276.735,123.687,6.561
317.397,124.47,6.057
628,122.327,6.668
664.721,123.503,6.563
696.217,122.747,6.414
745.637,124.356,6.677
254.93,126.631,6.644
461.51,125.76,5.827
503.918,123.677,6.619
515.301,125.654,6.452
425.306,126.45,6.122
243.43,129.316,6.678
363.038,127.262,5.869
449.358,129.172,6.151
473.991,129,6.162
494.619,128.438,6.221
716.912,128.024,6.199
616.915,127.438,6.638
637.807,128.083,6.475
675.228,127.07,6.532
764.332,127.779,6.825
776.373,129.685,6.728
412.456,131.128,6.168
684.962,129.622,5.75
704.802,130.685,6.274
736.786,131.144,6.353
485.258,132.144,6.155
647.805,132.477,6.178
232.219,135.241,6.683
509.346,135.336,6.221
554.947,132.298,6.292
608.38,134.18,6.332
585.069,133.425,6.506
726.59,135.646,6.131
754.722,135.644,6.512
464.996,136.639,6.134
564.775,134.945,6.412
626.328,134.908,6.126
658.717,136.225,5.965
693.848,136.502,6.29
215.76,137.489,6.519
498.778,138.64,6.226
521.627,137.564,5.873
670.31,139.635,6.187
766.672,137.777,6.598
477.086,139.665,6.12
534.465,138.11,6.16
785.486,138.679,6.404
454.627,141.567,6.152
636.174,140.954,6.005
713.748,140.233,6
744.062,139.138,6.041
681.287,141.36,6.129
433.347,142.114,5.959
444.424,142.602,6.021
200.249,142.152,7.456
487.786,144.291,6.141
647.629,143.015,6.431
555.284,143.67,6.144
587.665,143.569,6.298
598.202,144.356,6.09
702.884,144.528,6.124
776.685,144.027,6.183
732.46,147.217,6.084
226.002,146.85,6.54
543.618,146.219,6.07
519.177,148.195,5.568
567.767,146.629,5.991
608.264,146.676,6.374
660.365,146.976,6.072
721.194,146.724,6.182
794.486,144.904,6.663
464.025,149.442,6.022
507.025,148.863,6.086
531.217,148.228,6.22
627.542,148.777,6.288
691.071,147.731,6.051
764.737,148.709,6.211
210.894,151.22,6.786
475.87,150.402,6
752.818,150.995,6.039
617.64,152.6,6.27
743.01,151.692,6.192
785.886,153.065,6.273
579.065,151.897,6.168
682.252,154.065,6.074
446.973,155.321,5.631
496.102,153.968,5.79
559.444,153.753,5.951
590.125,154.576,5.812
670.389,155.92,6.074
193.178,155.152,6.89
549.019,155.937,6.034
801.312,153.792,6.547
485.097,156.76,6
602.532,156.716,5.865
638.319,155.438,5.756
773.194,156.31,6.159
536.886,157.673,6.188
699.581,157.281,6.071
514.939,158.049,6.117
526.152,158.728,6.129
456.376,158.717,6.273
570.496,158.88,5.856
724.24,157.051,6.189
736.256,160.338,6.053
204.405,161.582,6.644
504.055,160.555,5.659
625.657,160.373,6.157
658.682,161.898,5.722
749.273,162.485,6.193
762.117,162.439,5.974
217.78,164.104,6.732
583.641,162.763,6.064
645.763,162.626,6.084
468.358,162.136,5.901
493.246,166.086,5.898
559.007,164.389,6.188
595.355,165.452,6.152
679.253,165.129,6.078
691.214,165.822,6.08
479.713,166.726,6.068
715.528,166.879,6.226
450.205,168.719,5.611
545.606,166.731,6.006
705.25,168.216,6.188
726.856,168.289,6.163
781.78,165.424,6.178
634.664,168.746,6.346
503.503,170.425,5.967
515.783,169.735,6.159
771.697,170.261,6.253
463.551,168.865,6
528.159,169.883,6.209
622.348,170.935,6.364
568.782,170.612,6.32
671.331,172.159,6
427.593,173.707,5.97
580.223,173.681,6.183
649.138,172.866,6.192
660.555,173.555,6.221
737.186,173.333,6.24
196.431,173.551,7.085
603.564,173.545,5.927
759.376,172.639,6.084
209.716,174.722,6.66
302.078,175.288,5.536
536.032,174.59,6.447
487.673,176.57,5.93
557.105,174.618,6.112
592.386,176.46,6.292
311.116,178.444,5.807
545.874,177.11,6.423
700.807,178.205,5.767
405.546,178.995,5.843
474.689,178,6.067
629.008,179.95,6.227
688.512,178.189,6.302
222.484,180.826,6.654
451.286,180.171,5.935
640.794,180.21,6.239
714.245,178.877,6.082
726.758,179.825,6.3
521.258,179.833,5.892
676.672,180.59,5.869
462.244,180.417,5.913
498.456,181.168,6.105
509.855,182.061,6.179
565.228,180.121,6.389
615.591,180.991,5.964
768.064,183.051,6.289
235.991,185.205,6.591
295.595,183.209,5.676
652.339,183.094,6.345
250.206,185.797,6.345
427.132,185.752,6.158
665.848,185.371,6.328
283.686,187.213,6.172
396.529,185.657,5.647
583.902,184.561,6.615
739.239,186.425,6.336
262.18,188.58,6.216
336.381,190.198,6.086
376.603,187.923,6.085
487.693,187.667,6.411
315.006,190.663,6.343
440.936,189.087,5.913
695.967,189.996,6.326
708.376,189.398,6.566
348.423,191.774,6.142
540.775,188.863,6.827
684.904,190.834,6.39
