X,Y,Z
432.6,169.748,5.43
350,176.302,5.217
314.404,193.23,5.924
377.116,143.365,5.994
415.958,148.154,6.346
425.992,151.654,5.849
394.859,153.911,5.601
318.856,155.758,6.185
278.286,155.7,6.118
304.639,155.168,6.101
351.3,156.572,5.619
362.223,157.981,5.573
371.463,155.742,5.896
381.644,158.399,5.453
452.394,158.187,5.852
433.998,159.449,6.128
410.539,160.776,5.656
483.316,157.614,6.35
331.116,162.632,5.74
400.378,163.158,5.742
295.071,164.548,6.193
389.313,165.861,5.77
284.123,166.154,5.908
320.081,167.47,5.775
444.352,166.868,5.516
309.328,165.544,6.51
357.324,167.792,5.7
373.735,168.947,5.807
272.981,170.525,5.834
421.437,170.903,5.571
468.891,172.213,5.72
410.559,172.3,5.939
302.144,174.476,5.747
328.414,175.2,5.595
398.041,174.294,5.439
491.997,172.663,6.221
339.608,175.626,5.782
366.301,177.174,5.237
384.818,176.706,5.338
315.002,179.253,6.052
436.824,179.887,5.212
282.442,178.989,5.911
293.606,182.017,5.798
485.39,180.068,6.011
405.909,183.853,5.387
416.22,182.789,5.501
446.892,181.773,5.52
425.951,181.299,5.692
464.805,181.942,5.805
474.636,181.586,5.954
356.208,184.993,5.516
395.17,184.548,5.641
335.299,186.156,5.43
323.838,187.572,5.738
494.305,186.833,6.052
303.764,188.433,5.773
439.632,191.274,5.144
366.162,191.371,5.098
386.796,191.924,5.764
458.263,190.006,6.09
281.377,191.311,5.863
344.741,191.837,5.459
483.506,191.166,6.155
429.142,192.162,5.614
473.116,192.692,6.306
376.879,193.876,5.829
293.158,195.205,5.72
354.953,196.902,5.927
331.064,197.359,5.592
463.928,198.463,5.673
491.644,199.593,6.627
341.287,204.077,5.779
363.654,203.549,5.591
385.586,204.74,5.272
436.606,202.258,5.85
374.281,205.005,5.729
427.161,204.813,5.59
455.249,204.695,6.23
418.105,206.191,5.763
351.959,209.343,5.863
390.399,215.302,5.714
325.738,134.406,6.743
366.193,133.606,6.634
292.013,134.392,6.847
307.108,135.828,6.931
431.741,133.966,6.466
423.151,140.009,6.401
335.987,141.745,6.242
397.664,142.289,6.097
280.068,142.79,6.599
356.994,141.535,6.196
299.483,144.393,6.541
313.835,145.18,6.362
347.669,145.837,6.183
366.868,145.55,6.437
327.112,147.436,6.174
434.974,145.845,6.109
386.715,147.544,6.16
267.528,148.64,6.566
405.847,149.378,6.093
290.639,151.859,6.278
461.337,151.108,6.145
443.835,152.288,5.615
338.367,153.52,6.054
253.278,156.118,7.044
264.355,161.351,6.424
420.336,160.412,5.798
468.701,161.033,5.654
240.728,160.764,7.03
344.036,165.315,6.123
459.132,166.605,6.297
479.616,169.221,6.31
230.798,166.446,7.19
250.493,167.596,6.636
501.468,169.267,6.357
511.457,167.467,7.309
260.894,175.395,6.272
