X,Y,Z
324.858,178.973,7.145
369.954,180.771,6.93
395.271,183.535,6.667
353.463,184.995,6.891
317.274,187.82,7.258
366.814,191.224,6.654
405.818,193.509,7.078
394.882,194.976,6.93
560.826,193.959,6.859
628.105,196.777,6.94
512.467,197.167,7.27
317.734,198.705,6.696
354.626,197.79,6.834
378.372,198.747,6.654
413.625,202.531,7.158
366.397,202.993,6.764
607.419,202.278,6.75
390.161,203.857,7.07
306.387,206.989,6.875
379.855,209.821,7.018
355.911,211.075,6.792
332.995,212.973,7.062
392.574,215.901,6.862
367.648,216.533,6.93
381.168,221.078,6.657
368.805,228.64,6.84
658.092,165.584,7.877
693.628,165.822,8.173
556.398,168.05,7.706
346.912,172.899,6.997
565.154,172.542,7.675
669.027,171.721,7.126
714.165,172.458,7.558
524.051,171.312,7.588
464.41,174.567,8.117
624.543,174.715,7.282
635.264,176.072,7.273
646.039,174.664,7.565
420.311,176.789,7.073
658.053,176.716,7.548
384.078,177.981,7.15
691.891,176.418,7.395
408.289,180.371,7.295
680.41,178.931,7.104
297.109,181.508,6.923
515.206,179.178,7.564
527.639,180.682,7.257
338.631,181.563,7.094
554.935,183.131,6.827
565.771,183.15,7.434
595.751,182.6,7.189
616.624,183.167,7.195
668.72,182.154,7.29
253.753,182.21,7.864
277.338,184.013,7.408
457.558,183.321,7.921
542.688,183.206,6.859
430.255,184.178,7.45
469.53,185.033,7.264
482.649,184.448,7.525
494.938,184.595,7.561
705.369,184.15,7.467
716.98,184.016,7.02
575.895,185.508,7.036
627.579,185.783,7.421
650.342,185.085,7.082
735.034,184.475,7.845
506.847,186.776,7.137
638.396,187.281,7.008
416.444,188.426,7.154
519.798,188.619,6.967
689.388,187.917,7.424
287.894,189.529,7.101
382.282,189.11,7
677.029,189.018,7.603
305.688,191.866,7.049
329.12,190.415,6.589
439.308,190.905,7.613
661.389,190.433,7.611
725.674,191.415,7.681
450.799,192.353,8.002
585.573,190.214,7.631
275.766,194.043,6.94
485.776,193.933,7.345
534.733,191.431,7.167
548.13,193.667,7.017
342.157,193.274,6.927
462.494,194.841,7.217
596.548,194.248,7.496
617.792,193.492,6.988
712.087,194.267,7.63
740.074,193.931,7.528
251.801,194.808,7.517
473.552,195.724,7.434
499.424,194.857,7.249
648.398,194.839,7.283
574.804,195.409,7.014
423.272,196.745,7.063
526.329,197.502,6.616
296.74,198.064,7.074
670.334,198.274,7.06
433.548,199.71,7.611
331.497,201.436,6.786
540.726,202.11,7.372
587.026,200.764,7.156
638.069,200.599,7.38
285.572,202.018,6.721
444.098,202.16,7.624
658.374,201.589,7.023
554.285,203.247,7.301
617.978,203.069,7.199
725.61,202.397,7.873
478.733,204.985,7.61
491.142,203.847,7.422
566.276,204.425,7.422
577.737,205.407,6.893
454.553,204.925,7.231
503.538,205.803,7.091
596.551,205.663,7.043
647.448,205.207,7.115
714.618,205.2,7.49
344.426,205.94,6.755
403.043,208.455,6.978
529.29,206.076,7.155
702.799,205.994,7.204
260.393,205.74,7.663
466.03,206.067,7.324
628.607,208.096,7.322
423.42,207.315,7.206
514.323,208.269,7.546
666.296,208.157,7.435
433.982,210.269,7.532
293.701,210.581,6.826
615.629,212.53,7.003
689.367,210.768,7.376
319.277,209.601,6.804
588.25,212.5,7.378
548.014,212.403,7.024
640.612,213.303,7.133
654.804,213.283,7.052
731.395,213.428,7.627
282.728,214.57,7.488
445.95,213.441,7.671
483.425,214.502,7.026
495.693,213.705,7.357
536.031,213.946,7.34
574.085,214.488,7.004
603.853,212.928,7.389
471.012,215.645,7.015
270.086,216.464,7.539
457.336,216.171,7.47
524.003,215.155,7.188
562.647,214.587,7.349
719.354,214.306,7.985
669.822,217.724,7.695
707.726,216.399,7.33
345.508,218.323,6.942
629.882,218.649,7.17
299.866,219.198,7.355
433.405,219.306,7.964
504.319,219.209,7.412
404.69,221.319,7.338
322.669,221.96,7.282
553.44,222.004,7.326
584.301,221.978,7.275
595.7,221.869,7.507
607.995,222.954,6.954
619.307,222.48,7.422
356.42,223.798,7.161
490.202,223.587,7.073
647.742,223.18,7.127
542.504,222.679,7.161
334.935,225.297,7.073
443.622,224.347,7.861
573.871,224.765,7.21
658.673,223.082,7.377
478.399,224.959,7.26
278.474,226.413,7.39
393.324,228.176,7.41
415.79,226.712,7.243
637.603,226.851,7.478
290.41,226.22,7.82
430.325,229.068,7.579
614.018,231.8,7.422
380.638,232.215,7.119
581.263,232.962,7.26
626.159,229.774,7.85
315.078,232.518,7.834
328.604,234.503,7.277
591.396,232.926,7.847
404.74,234.663,7.702
602.177,234.712,7.389
571.649,238.551,7.605
359.108,149.081,7.162
372.644,151.606,7.962
528.111,154.025,8.389
286.239,156.018,7.869
652.239,155.722,7.985
321.67,157.681,8.132
393.203,157.82,7.633
715.42,158.015,8.29
272.033,158.257,7.906
380.678,159.159,7.466
403.625,159.066,8.279
518.216,160.312,7.574
552.087,158.644,8.524
367.276,160.353,6.991
505.198,160.357,8.348
565.452,159.819,7.616
340.634,160.859,7.38
352.92,161.148,7.273
671.416,161.459,8.313
451.581,163.581,8.825
492.23,164.272,7.712
532.403,163.144,8.004
598.25,161.962,7.886
633.774,164.329,7.866
645.114,164.187,7.619
462.913,163.633,8.318
544.092,165.351,7.53
608.451,164.607,8
620.143,164.926,7.978
706.161,164.777,8.12
576.374,164.795,7.854
724.755,165.204,7.852
281.545,165.321,7.062
293.357,166.186,6.938
421.638,166.482,8.105
262.804,168.493,7.887
410.044,168.603,7.934
440.886,168.827,8.225
477.981,165.986,7.919
250.849,168.953,8.291
318.268,167.036,6.536
386.663,168.278,7.934
680.561,169.061,7.916
375.764,168.564,6.455
398.192,170.72,7.052
512.129,169.428,7.852
748.259,168.545,8.08
588.392,170.191,7.436
306.098,169.902,6.706
273.502,172.558,7.515
432.379,172.639,7.764
600.406,172.922,7.961
613.799,173.218,7.541
735.405,172.548,7.888
237.633,173.161,8.346
360.477,172.636,6.645
487.946,173.888,7.432
701.343,173.602,7.411
451.69,173.717,7.841
502.287,173.618,8.232
575.926,174.443,7.506
475.861,175.615,7.917
548.254,175.469,7.469
536.644,175.13,7.83
757.062,175.799,8.173
285.065,176.87,6.894
725.267,177.581,7.53
779.808,178.187,8.745
311.592,178.38,6.437
586.016,179.884,7.6
443.967,180.657,7.458
745.584,180.425,7.891
791.856,180.087,8.777
265.252,181.022,7.561
763.214,183.865,8.274
240.305,184.635,8.047
606.09,182.61,7.16
