X,Y,Z
352.535,150.301,6.127
362.198,150.01,6.622
374.159,151.262,5.544
526.306,149.012,6.18
257.686,151.867,6.48
427.879,154.573,6.643
517.127,153.866,6.131
547.339,158.02,6.049
393.391,157.8,6.393
602.803,158.167,5.639
433.772,163.948,6.026
295.903,165.097,5.925
254.154,164.221,6.269
242.166,167.311,6.289
483.532,168.207,6.609
339.847,166.966,5.603
398.637,167.063,6.783
318.469,169.876,6.789
472.994,169.745,6.583
330.897,174.301,5.726
297.031,176.316,6.884
253.328,176.551,5.923
405.966,176.198,5.979
534.526,177.171,6.533
491.034,179.13,6.233
545.014,177.725,5.707
396.18,178.508,6.68
318.776,180.442,6.226
287.982,182.093,6.412
454.924,183.464,5.77
340.019,181.711,5.957
386.209,182.267,6.645
414.084,184.581,6.567
327.319,186.645,6.272
473.53,188.426,6.525
540.715,186.92,6.054
488.858,188.78,5.89
421.737,191.393,6.053
462.252,192.362,6.069
335.458,193.706,6.569
480.017,196.086,5.989
507.059,196.607,5.944
545.613,196.717,6.673
320.158,197.676,6.211
515.869,199.528,6.523
436.061,207.04,6.459
344.301,129.74,6.776
387.69,133.25,6.152
355.464,135.214,6.356
441.326,135.114,6.949
500.482,138.118,6.877
528.577,136.385,7.05
367.216,139.173,6.054
608.165,138.982,6.899
560.275,138.975,7.058
334.766,139.626,6.783
378.562,141.256,6.656
345.707,141.862,6.574
407.391,142.839,7.306
453.959,141.184,7.243
619.686,142.018,6.425
247.517,142.29,6.597
425.07,143.735,7.098
434.396,143.451,7.19
280.605,146.666,6.569
444.89,146.286,6.903
388.091,147.84,6.551
480.46,147.681,6.087
600.592,146.864,7.632
544.8,147.456,7.048
315.558,149.266,7.116
582.26,149.44,6.437
269.863,151.229,7.021
401.588,151.603,6.819
611.636,150.657,7.23
244.146,154.283,6.499
415.949,152.134,7.354
470.23,151.695,6.422
328.792,152.606,6.45
340.799,153.825,6.066
636.759,152.866,7.328
506.748,153.677,6.188
302.316,154.876,6.654
439.407,154.935,7.07
452.826,153.317,7.151
624.271,152.393,7.246
288.946,155.814,6.912
488.411,156.182,6.954
656.147,156.45,6.946
646.439,158.056,7.194
231.087,158.495,7.151
315.052,158.882,6.676
478.356,159.247,6.736
278.192,160.473,6.555
408.322,160.536,7.529
525.986,159.407,7.217
536.391,157.701,7.226
465.611,159.993,7.064
557.268,159.607,6.647
613.214,160.91,6.618
584.748,162.079,6.527
267.24,163.27,7.306
365.617,160.82,7.027
455.394,163.354,7.125
630.145,161.2,7.605
444.908,164.101,7.084
511.34,163.385,6.275
421.931,163.648,7.241
568.365,163.806,6.867
373.63,169.224,6.658
549.99,167.758,5.977
621.066,165.475,7.113
306.226,168.198,7.047
519.437,167.551,6.394
540.306,167.778,6.989
593.979,167.371,7.61
493.499,168.48,7.121
604.26,168.176,6.74
639.986,166.948,7.058
385.923,170.465,6.77
529.633,168.687,7.577
560.468,169.329,6.258
576.516,169.458,7.738
286.492,170.255,7.039
414.643,170.571,6.889
461.353,171.534,6.489
349.158,173.339,5.971
361.691,170.616,6.698
231.959,171.721,7.424
277.162,173.198,6.726
630.583,172.125,7.108
567.856,175.839,7.565
585.252,174.786,7.411
612.241,173.945,6.331
431.503,174.181,6.845
522.105,177.927,5.608
423.017,178.808,7.531
480.482,179.927,6.758
501.353,178.777,6.477
600.299,177.618,6.965
376.248,181.199,6.354
466.617,180.285,7.481
555,178.315,6.647
640,178.485,6.976
267.004,177.987,7.531
230.033,183.121,6.531
242.73,182.67,6.518
