X,Y,Z
441.306,178.192,9.529
454.855,183.257,8.838
403.474,196.437,9.085
522.677,195.189,8.987
486.48,198.379,8.457
503.28,200.681,8.338
471.52,203.542,8.328
515.992,206.408,9.123
400.695,209.138,9.307
375.956,216.724,8.815
544.337,217.52,8.659
479.129,225.084,8.912
486.01,235.52,8.224
527.109,156.314,9.274
550.457,157.827,10.068
512.767,159.937,9.508
354.469,160.803,9.848
521.508,167.373,8.673
538.525,164.675,9.272
319.81,169.728,9.335
429.046,169.596,9.271
414.308,170.05,9.743
455.448,169.712,8.956
377.109,171.777,9.784
559.02,169.624,10.039
547.833,174.559,8.575
402.018,174.144,9.296
508.516,175.667,9.145
365.055,172.969,9.99
495.454,175.136,8.435
531.696,175.16,9.232
296.244,174.569,9.679
331.682,175.618,9.623
465.637,177.406,9.512
477.298,177.039,9.688
353.441,175.257,9.952
278.531,177.405,9.464
593,178.191,9.568
309.03,179.883,9.315
579.593,178.023,9.134
385.833,180.902,9.547
424.116,181.158,9.711
520.176,181.625,8.939
561.334,181.448,9.397
344.475,183.03,9.948
410.571,183.963,8.836
320.217,185.353,8.86
485.992,185.426,9.19
371.318,184.961,9.482
287.918,184.872,9.903
535.454,185.679,9.331
357.036,187.104,9.338
332.741,187.767,9.679
300.493,189.076,9.699
547.781,189.121,9.368
397.139,186.955,9.852
434.567,189.076,10.065
473.646,189.888,9.46
498.515,189.782,9.025
510.582,190.819,9.59
571.395,189.042,9.695
597.228,188.886,10.039
276.208,191.314,9.805
380.39,192.4,9.241
421.721,193.545,8.397
342.177,195.403,9.573
446.524,193.737,9.065
460.906,194.786,9.47
558.913,195.519,9.009
288.341,197.336,9.293
534.71,197.881,8.884
313.81,197.374,9.741
366.429,197.775,8.96
610.553,194.689,10.28
325.415,199.696,9.227
391.029,199.641,9.458
434.678,200.908,9.191
300.844,201.056,8.986
353.389,201.318,9.425
592.879,200.01,10.003
569.333,201.368,9.181
545.489,204.149,8.961
277.561,205.19,9.93
377.414,205.033,9.929
457.343,206.869,8.66
424.133,207.86,8.469
336.811,207.722,8.926
263.855,206.356,10.352
559.267,210.521,8.917
308.664,210.586,9.228
363.635,211.273,9.158
493.905,209.217,9.243
530.205,210.039,9.288
289.983,211.051,9.37
322.537,212.802,9.06
388.138,212.723,9.32
445.889,208.099,9.442
575.95,210.714,9.755
589.207,211.994,9.188
348.419,214.602,9.578
481.082,211.821,9.519
436.757,215.572,9.08
505.473,216.353,8.983
413.007,216.246,9
467.434,215.996,9.279
272.183,216.351,9.885
451.827,219.255,9.537
335.812,220.571,9.049
518.669,218.585,9.422
492.342,222.355,8.86
298.912,221.656,9.37
424.521,222.318,8.926
312.912,223.249,9.229
354.416,223.76,9.653
401.247,223.173,9.315
531.125,224.197,8.401
568.564,222.465,9.741
284.022,224.36,9.386
366.297,226.094,9.304
555.583,224.276,9.465
325.68,227.443,9.116
433.985,227.79,9.03
466.766,229.008,9.355
504.715,229.277,9.208
270.729,228.996,10.129
378.33,229.543,9.495
390.457,226.948,9.567
411.966,230.635,8.816
455.138,231.442,9.302
518.987,231.863,9.021
543.131,230.712,9.442
342.543,232.038,9.457
444.349,232.238,9.787
423.19,236.575,9.217
574.673,234.282,9.757
288.329,236.671,9.901
315.364,236.5,9.551
357.766,237.211,9.183
532.659,237.523,9.265
399.753,237.335,9.681
560.423,236.898,9.544
496.74,240.207,9.551
371.243,240.739,9.325
474.875,242.503,9.157
508.872,242.33,9.401
462.813,241.167,9.549
435.347,242.142,9.125
386.108,242.117,8.717
412.486,243.08,9.883
347.943,243.836,10.044
547.175,244.518,9.024
520.987,246.942,9.587
402.668,250.852,9.358
533.845,251.717,9.538
437.929,254.236,8.958
505.486,149.251,10.43
519.079,149.027,10.479
397.093,149.783,11.014
539.324,152.327,10.38
330.574,152.002,10.97
482.004,153.389,9.592
409.812,154.302,10.024
494.669,154.943,9.672
342.655,154.583,10.469
317.908,155.415,10.104
386.211,156.461,9.989
456.73,156.606,10.04
434.18,157.835,9.325
295.821,159.585,10.264
421.387,158.408,10.274
582.35,157.421,10.563
372.69,158.637,9.25
399.159,161.802,10.117
330.948,163.334,10.164
308.393,165.199,9.868
444.59,164.283,9.11
500.579,164.317,9.613
469.545,164.848,9.895
589.331,165.645,9.744
485.54,166.176,9.345
603.482,165.722,10.896
272.496,166.574,10.794
285.083,167.318,10.503
342.669,168.271,10.483
572.765,167.593,10.25
390.233,170.022,10.332
617.112,169.65,10.189
255.225,174.734,10.561
232.854,175.986,10.71
607.941,179.843,9.733
266.534,179.638,10.567
620.45,184.608,10.704
254.224,186.488,10.084
633.921,187.03,10.49
233.527,192.603,10.763
263.797,193.87,9.689
582.17,194.421,9.476
249.009,198.028,10.079
624.37,199.927,10.715
413.802,202.471,9.75
605.224,206.364,9.733
237.689,205.984,10.418
250.656,211.449,10.239
599.544,217.558,9.977
257.892,223.145,9.654
582.954,224.219,10.246
610.076,224.185,9.594
594.532,229.686,10.415
302.483,233.736,10.107
259.042,238.794,10.446
587.752,240.956,10.164
330.158,240.478,10.195
274.507,240.792,10.367
449.915,245.414,10.049
299.576,246.484,9.822
314.136,248.157,10.106
572.892,247.295,9.638
425.029,248.962,9.945
485.666,249.687,9.536
362.387,249.861,10.39
461.678,252.456,9.82
497.61,251.92,10.069
559.662,250.77,10.125
338.854,253.585,9.703
378.359,251.969,9.891
390.864,253.438,10.065
