X,Y,Z
483.733,221.752,7.007
432.305,165.169,6.967
409.052,170.722,7.197
438.798,173.935,7
396.792,174.407,6.596
385.553,175.997,6.725
476.508,176.472,6.67
405.123,181.877,7.975
467.492,183.533,6.582
302.843,183.475,7.944
393.402,184.385,7.067
437.651,185.527,6.893
447.915,187.433,6.007
382.348,185.959,6.266
458.129,191.349,6.55
552.766,191.799,6.495
489.925,190.738,7.604
399.584,192.72,7.446
360.283,193.166,6.571
378.264,196.418,7.017
389.177,195.988,6.366
442.232,196.254,6.054
496.352,198.67,6.807
368.722,199.337,6.524
406.599,201.043,6.97
425.22,203.437,6.813
547.4,202.732,7.552
278.819,204.176,8.114
312.313,200.708,6.911
342.893,201.879,7.019
461.858,202.264,6.506
415.129,205.802,5.703
377.534,207.29,7.029
360.99,207.199,6.31
491.089,208.829,6.706
442.733,209.948,7.049
538.997,210.908,7.28
406.432,211.819,7.028
422.634,213.81,7.141
461.163,211.846,7.411
526.88,210.333,7.685
450.907,215.189,6.21
340.423,214.617,5.72
327.1,216.829,7.249
379.727,216.598,6.363
519.465,218.26,7.485
359.399,218.639,7.026
397.645,218.702,6.726
415.423,220.118,6.503
508.193,221.126,6.472
439.289,221.871,7.26
348.125,221.748,6.678
388.149,224.673,6.352
426.735,225.597,6.8
265.401,223.862,7.799
501.865,229.595,5.888
354.693,229.537,7.058
518.471,229.258,7.565
328.449,229.67,6.794
396.754,230.335,6.849
416.306,231.37,7.022
454.08,234.209,6.955
483.487,233.604,6.314
538.197,232.311,7.665
387.73,234.997,7.629
405.569,236.989,7.683
319.88,237.834,6.929
474.498,239.104,6.664
439.115,242.423,6.948
492.456,241.241,6.456
395.335,242.52,7.248
458.941,248.517,7.198
482.324,245.418,6.515
402.191,249.968,6.737
375.837,251.514,6.363
400.257,142.098,8.733
339.367,152.998,8.44
437.138,155.464,7.848
406.07,157.948,7.159
464.996,159.937,7.053
416.003,159.771,7.468
387.822,164.7,6.861
399.446,164.373,6.94
474.34,165.396,7.028
376.359,166.446,8.047
341.44,167.053,6.996
454.908,167.415,8.747
420.576,169.839,8.39
490.717,168.731,7.36
365.392,172.255,6.811
464.607,173.104,7.754
344.748,176.881,6.762
416.132,180.542,8.087
456.461,180.836,7.943
282.3,182.216,8.886
359.625,181.085,7.294
324.963,180.074,8.083
537.769,178.995,7.851
485.382,182.618,7.564
512.496,184.052,7.959
502.934,187.019,7.543
425.493,186.24,6.969
338.967,186.483,8.512
370.115,187.885,7.797
477.384,187.754,7.228
292.427,188.158,7.691
260.789,192.839,8.344
410.241,191.686,7.606
517.172,193.114,8.435
541.158,193.607,7.084
431.811,194.098,7.693
528.691,193.424,8.343
301.789,194.918,7.617
333.034,195.761,6.833
470.473,195.172,6.728
271.364,195.59,8.915
352.056,199.389,6.882
451.775,202.384,7.562
481.534,201.029,7.191
534.197,202.034,7.374
558.519,201.3,7.497
292.038,201.402,7.762
435.287,203.021,7.219
303.042,206.458,7.159
396.202,205.564,7.262
471.352,206.038,7.377
262.396,207.666,9.084
333.804,207.681,7.181
501.833,209.398,7.02
511.082,210.984,7.363
481.203,211.564,7.963
247.625,212.987,8.761
558.82,211.894,7.749
315.317,212.683,7.091
389.86,213.325,7.527
548.737,214.019,7.925
432.582,214.446,8.386
294.68,214.21,7.241
471.842,217.02,8.588
255.737,219.828,7.852
495.937,219.524,7.709
532.324,219.035,7.151
369.643,220.133,7.444
555.253,223.902,6.802
319.212,224.212,8.062
461.113,222.844,8.262
277.612,225.318,7.955
298.916,225.006,7.784
473.784,227.256,7.59
378.003,228.156,7.042
492.073,229.393,7.773
309.388,230.15,7.831
432.778,233.251,7.667
443.547,233.816,8.258
341.826,231.753,8.62
255.273,233.958,7.639
509.545,234.036,7.121
549.508,234.353,7.908
332.237,239.081,7.595
350.093,239.156,7.15
359.553,240.926,6.805
378.095,239.583,7.24
423.506,238.957,7.142
368.088,241.912,6.746
413.01,243.714,6.457
324.343,248.131,7.663
385.761,246.457,8.441
430.362,248.033,6.105
354.462,249.821,6.904
313.906,249.906,7.783
420.774,250.735,6.348
501.062,250.382,7.502
333.235,251.189,6.691
438.036,253.25,6.65
364.73,252.638,6.858
489.788,253.337,7.701
391.069,259.234,8.408
478.426,255.743,7.007
410.726,255.378,7.195
451.728,259.257,7.199
370.73,261.439,7.291
475.778,268.489,7.588
487.987,137.047,8.55
390.452,144.754,7.849
420.006,146.881,9.016
430.564,145.298,8.156
467.073,147.484,7.836
411.471,148.713,7.385
357.244,150.667,7.804
456.827,154.268,7.827
499.762,149.397,7.738
489.642,152.975,7.475
370.51,154.348,7.676
317.563,155.114,8.394
447.469,153.699,7.602
476.408,155.69,7.91
394.012,155.655,7.901
426.185,157.316,8.535
332.216,159.793,7.972
352.583,161.167,9.014
483.486,162.709,7.743
300.105,162.065,8.359
363.206,162.676,8.345
444.747,163.37,6.89
503.441,165.512,8.497
312.584,164.646,8.337
263.227,168.45,8.753
282.657,167.296,9.439
323.888,168.437,7.948
304.007,171.935,8.261
550.406,171.732,8.443
519.681,172.448,7.714
292.641,175.015,9.436
507.878,174.317,7.747
314.203,176.973,8.457
334.457,175.173,7.753
496.729,176.505,8.343
447.492,177.052,8.738
257.561,178.345,7.899
375.477,177.879,7.805
428.623,177.56,8.623
556.086,179.739,7.914
524.599,182.178,8.012
268.471,183.576,8.212
545.87,184.378,8.321
563.101,186.384,7.572
580.358,180.767,8.543
248.875,188.651,8.322
314.291,189.406,8.992
350.237,188.53,8.288
283.692,193.803,8.505
324.246,192.842,7.936
418.855,194.76,7.76
568.015,196.397,8.041
506.894,198.453,8.434
242.168,199.889,8.649
252.727,201.796,8.998
323.308,205.204,7.848
582.165,205.263,8.789
569.396,207.014,9.165
352.008,210.811,8.357
271.86,214.2,9.595
284.731,213.504,9.131
306.747,217.696,7.758
567.254,219.551,8.031
234.521,221.341,9.293
337.167,222.559,7.137
542.237,223.126,8.478
407.45,224.369,8.653
449.756,224.569,7.931
245.196,225.937,8.61
288.13,227.286,8.748
528.332,227.134,8.312
561.678,230.645,8.149
574.085,228.381,8.228
366.69,230.123,8.548
270.501,233.549,8.351
464.52,233.888,9.089
297.44,236.26,9.473
528.042,237.758,8.204
569.243,238.967,8.23
308.928,240.76,8.531
502.315,240.503,7.636
557.262,241.063,9.375
263.414,242.623,9.123
537.435,243.171,8.183
274.254,245.003,8.153
547.746,244.936,8.63
448.359,246.157,8.765
291.901,246.456,9.291
469.848,247.311,7.57
252.477,246.206,8.789
524.582,248.701,8.274
512.106,249.013,8.181
578.329,248.905,8.601
281.504,252.819,8.745
302.023,249.782,9.709
290.993,258.463,9.977
349.392,258.414,7.763
529.377,257.955,8.725
318.337,260.127,8.643
327.803,259.503,8.202
382.127,259.142,7.792
400.737,260.722,7.66
428.446,258.511,7.784
468.436,258.269,8.718
338.971,260.067,7.957
443.027,260.946,7.422
307.339,260.109,8.28
419.139,261.176,7
499.25,261.005,7.723
509.744,260.69,8.182
458.703,264.97,7.777
410.19,265.543,7.886
434.127,267.057,7.209
344.423,272.969,8.036
377.59,270.445,7.595
422.005,269.754,7.859
446.881,270.77,7.079
366.016,273.047,7.005
466.88,272.049,7.486
400.871,272.225,8.253
456.937,276.362,7.977
430.152,280.834,7.965
439.503,278.099,7.894
382.529,279.33,8.068
447.03,284.603,8.154
