X,Y,Z
716.707,170.157,6.455
754.083,192.168,6.55
746.862,202.025,6.553
340.248,139.42,7.366
709.428,144.795,7.321
352.548,145.165,7.093
320.329,149.22,7.463
331.762,149.721,7.009
363.525,150.658,7.195
689.419,148.746,6.927
343.877,150.901,7.024
390.2,151.566,7.448
637.185,152.575,6.606
647.584,152.444,6.979
298.285,154.697,7.287
679.647,154.372,6.549
774.77,154.236,6.959
714.791,155.897,6.624
310.795,157.322,7.224
752.451,157.411,6.777
353.452,157.977,7.268
691.339,160.148,6.614
739.16,160.026,6.571
325.245,160.162,6.965
340.891,162.552,6.97
365.578,161.665,7.148
394.321,162.779,7.146
273.457,162.448,7.353
726.579,163.785,6.675
406.12,164.329,7.102
427.061,163.913,7.267
677.565,164.882,6.691
298.805,165.365,7.033
812.113,167.15,7.176
658.201,166.351,6.676
314.069,168.159,7.173
753.926,168.408,6.733
375.188,169.695,7.064
697.439,168.9,7.165
738.587,170.291,6.817
791.057,170.012,6.7
285.285,168.553,7.419
329.962,169.56,6.877
353.254,169.848,6.939
668.071,170.305,7.043
686.137,171.496,6.659
838.237,172.937,7.651
273.382,173.212,7.222
586.79,172.777,7.182
386.731,173.09,7.009
400.504,173.629,6.843
727.431,175.33,6.208
779.952,174.567,6.285
801.983,175.692,6.861
300.778,174.982,7.353
706.711,176.013,6.804
463.255,176.365,7.223
747.99,178.397,6.564
814.748,178.793,6.64
596.744,178.497,6.777
662.431,178.952,6.651
223.482,178.998,7.43
324.31,178.478,7.139
441.932,178.342,7.078
674.673,178.173,6.588
694.17,179.613,6.649
312.239,179.806,7.271
737.034,181.14,6.533
827.458,180.763,7.151
236.89,180.73,7.239
263.015,180.145,7.12
372.564,181,7.06
758.86,180.19,6.255
791.469,182.292,6.592
639.744,181.772,6.701
715.45,183.151,6.572
778.196,185.955,6.787
485.096,184.716,6.996
841.474,184.322,7.628
276.509,184.117,7.054
299.598,185.976,7.171
616.345,185.42,6.754
702.802,187.205,6.673
465.802,187.552,7.003
671.205,187.671,7.047
766.585,188.767,7.004
216.282,188.602,7.374
729.775,188.815,6.821
801.346,188.314,6.905
228.748,190.283,7.36
324.556,189.311,6.929
635.83,190.679,6.633
691.043,190.302,7.045
814.464,190.55,7.13
742.447,190.476,6.834
310.826,191.542,7.392
360.697,192.891,7.188
372.736,192.461,7.245
788.782,192.93,7.079
828.006,191.96,7.252
719.561,192.679,6.682
647.628,193.159,6.314
552.562,194.738,6.993
708.513,195.437,6.375
589.31,195.852,6.901
680.571,195.524,6.616
775.306,196.894,6.731
840.954,196.338,7.188
319.543,198.462,7.153
667.485,197.838,6.764
733.231,199.487,6.386
238.067,198.901,7.127
697.328,199.111,6.5
801.503,199.389,6.843
761.347,200.834,6.577
619.718,200.545,6.895
631.273,200.351,6.936
814.45,201.471,7.198
719.277,202.868,6.619
307.757,203.873,7.435
356.763,203.808,7.121
786.022,204.196,7.114
227.308,204.474,7.351
333.411,203.905,7.114
675.493,204.741,6.795
828.884,204.266,6.889
289.601,205.214,7.111
592.31,206.883,6.774
707.485,207.169,6.665
772.976,208.469,6.424
663.951,208.569,7.1
696.659,208.801,6.889
725.854,210.315,6.689
237.281,210.228,7.373
320.944,210.523,7.151
796.535,210.856,7.024
809.678,211.656,6.943
299.349,212.507,7.397
737.121,210.597,6.879
748.74,213.186,6.805
760.545,212.115,6.889
781.418,215.518,6.799
309.73,215.698,7.535
675.591,215.437,6.791
715.528,216.112,6.745
768.239,219.547,6.613
725.818,220.626,7.16
755.552,223.003,7.236
323.744,128.321,7.713
290.085,130.244,7.989
312.536,132.675,7.532
298.989,136.501,7.651
360.605,137.796,7.476
618.514,137.159,7.747
325.594,139.312,7.551
370.399,141.912,7.299
413.692,140.176,7.8
731.396,141.125,7.472
382.15,143.535,7.086
643.639,142.763,7.21
308.521,144.692,7.46
608.186,143.525,7.822
655.272,144.478,7.181
678.496,143.996,6.982
751.877,144.338,7.06
256.37,145.324,7.639
292.013,145.625,7.69
721.806,146.546,7.137
434.299,147.693,7.516
617.104,147.207,7.287
667.055,147.709,7.343
741.966,148.949,7.054
786.222,147.905,7.801
269.194,148.823,7.722
412.286,150.565,7.243
763.506,150.222,7.33
278.664,151.375,7.121
424.218,152.039,7.196
701.29,152.58,6.605
584.523,152.843,7.217
607.163,153.596,7.163
729.242,153.039,6.928
217.26,154.316,7.888
402.731,154.012,7.069
812.058,154.662,8.172
249.72,154.171,7.609
375.53,154.443,7.028
461.887,154.91,7.352
497.187,155.347,7.244
573.874,155.471,7.417
658.302,155.718,6.592
448.674,156.009,7.461
616.097,156.323,6.981
261.758,157.789,7.609
286.786,158.16,7.312
437.164,157.949,7.518
596.094,157.333,7.133
627.504,158.19,6.867
787.169,158.868,7.414
237.793,158.816,7.252
477.693,159.05,7.229
508.176,157.934,7.357
668.152,158.947,6.914
488.018,159.204,7.469
836.243,160.6,8.055
383.103,161.045,7.05
416.879,161.717,7.212
801.068,161.288,7.43
565.198,162.038,7.113
646.592,162.293,7
764.315,163.169,7.585
588.875,162.957,7.179
706.98,163.34,6.891
192.035,163.054,8.51
468.272,164.826,7.126
776.337,164.727,7.216
848.721,164.137,8.056
458.003,165.97,7.329
607.196,164.687,6.9
635.317,164.385,6.876
227.702,166.476,7.359
446.104,165.746,7.115
578.365,165.68,7.039
502.233,165.951,7.641
526.517,166.991,7.216
618.88,166.333,7.111
216.14,168.808,7.681
250.199,167.89,7.461
260.997,168.674,7.618
491.828,168.189,7.11
596.944,168.215,7.15
824.555,169.16,7.673
536.472,168.399,6.699
549.683,168.188,7.115
238.659,170.094,7.36
480.606,169.677,7.151
512.927,170.013,7.009
201.807,171.136,8.019
436.356,169.669,7.601
560.013,171.506,7.211
570.195,170.17,7.145
343.393,173.229,7
363.594,172.825,7.137
414.488,172.649,7.339
629.878,173.122,6.882
640.773,171.784,7.077
607.193,174.379,7.033
424.75,173.886,7.525
650.391,175.148,6.794
767.194,175.494,6.461
852.241,176.039,7.916
452.24,175.645,7.157
502.384,175.531,6.939
617.789,175.453,7.108
187.617,175.92,8.585
474.79,176.899,6.957
523.304,176.995,7.009
544.36,176.831,7
287.375,178.351,7.508
553.134,178.779,6.671
577.98,178.45,7.016
492.169,178.682,7.034
535.117,180.218,7.063
565.491,179.796,6.815
250.084,181.421,7.331
431.806,180.958,7.5
510.805,180.924,6.595
204.365,181.896,7.63
359.624,181.747,7
394.185,181.93,7.281
865.789,181.053,8.389
335.812,183.085,7.127
348.147,182.711,6.938
405.826,182.272,7.145
416.471,182.487,7.118
627.246,182.522,6.899
383.535,184.139,7.101
587.267,183.544,7.108
682.817,183.406,6.734
606.198,184.981,6.914
651.982,184.248,6.73
455.256,185.021,7.206
526.031,186.467,7.005
187.066,186.858,8.283
475.891,188.122,7.046
517.038,187.573,7.161
544.448,187.721,7.128
558.616,187.481,6.977
287.523,189.08,7.545
580.112,188.755,6.638
243.933,189.761,7.287
424.04,189.435,7.372
445.247,188.596,7.494
569.92,189.232,7.108
597.901,188.89,7.07
856.138,189.542,8.05
266.207,190.487,7.095
660.652,189.94,6.927
411.578,190.904,7.05
435.381,191.417,7.233
624.121,191.417,7.013
201.538,192.949,7.646
398.423,192.214,7.051
533.495,192.093,7.13
875.189,191.665,8.572
336.71,193,7.206
257.8,194.405,7.159
348.19,194.731,7.148
385.844,194.519,7.203
492.272,192.96,7.327
610.884,194.661,6.98
278.146,195.579,7.513
456.98,195.368,7.097
296.588,196.59,7.57
483.346,195.971,7.072
521.855,196.803,7.165
470.27,197.1,7.215
563.079,198.079,6.979
214.765,199.408,7.597
417.668,199.304,7.636
576.201,198.311,7.232
656.451,199.335,7.004
405.284,199.095,7.432
428.481,199.601,7.802
852.329,200.459,7.733
268.348,202.116,7.137
867.292,201.706,8.074
379.528,203.194,7.352
392.017,202.793,7.19
641.916,201.737,6.677
248.367,204.407,7.352
368.884,204.15,7.107
511.892,202.779,7.329
531.5,203.138,7.33
686.188,204.954,6.912
258.345,206.33,7.453
345.424,207.377,7.284
569.716,206.309,7.005
582.476,204.566,7.252
612.529,206.996,6.926
201.934,205.861,7.807
278.128,207.336,7.47
558.99,206.851,7.223
650.583,207.44,6.514
400.603,207.985,7.431
412,209.026,7.834
422.774,208.801,7.944
840.399,208.717,7.464
433.527,208.869,7.511
443.922,209.968,7.633
635.657,211.131,6.756
213.053,212.126,7.772
469.945,210.856,7.243
537.286,210.505,7.362
549.77,212.327,7.163
624.15,211.061,6.844
821.872,212.408,7.366
269.791,213.677,7.323
359.566,213.637,7.084
375.272,213.377,7.205
387.452,212.898,7.494
856.678,211.675,8.158
333.327,214.436,7.311
458.867,213.888,7.901
249.102,216.327,7.375
286.175,216.692,7.187
644.316,216.139,7.095
656.911,216.673,6.923
687.459,215.933,6.84
402.972,216.593,7.231
585.685,216.136,7.142
606.944,216.419,6.911
702.694,217.525,7.116
261.362,219.124,7.421
595.503,217.737,6.971
832.225,218.487,7.548
416.077,218.986,8.003
427.173,218.748,8.11
224.249,218.033,7.856
344.076,219.211,6.918
629.627,219.305,7.25
666.433,220.086,7.049
845.751,218.971,7.935
321.805,221.627,7.079
543.443,219.538,7.746
738.374,221.466,6.65
236.795,221.282,7.436
381.831,222.225,7.313
803.003,221.203,7.833
367.213,222.763,7.221
394.5,222.393,7.628
790.839,222.769,7.446
294.276,224.864,7.549
352.727,223.619,7.102
650.741,224.404,7.28
680.43,224.787,7.197
308.805,226.774,7.322
778.101,226.56,7.285
816.421,224.711,7.289
269.926,226.915,7.786
280.865,226.032,7.646
600.066,226.084,7.371
252.016,227.711,7.59
334.875,227.217,7.367
640.108,226.619,7.16
714.927,227.445,7.162
730.361,229.567,7.734
765.771,230.132,7.534
743.629,229.718,7.223
323.98,232.672,7.551
346.837,233.542,7.519
375.418,231.544,7.97
287.48,234.605,7.697
753.69,234.683,7.452
410.768,235.229,8.145
274.458,237.626,7.911
300.464,236.235,7.69
312.955,237.052,7.462
748.992,244.785,7.625
