X,Y,Z
510.581,188.979,4.126
508.46,199.506,4.042
533.216,203.866,4.007
473.52,204.176,4.962
496.656,204.356,4.322
460.904,204.485,4.818
508.919,211.833,4.436
485.184,211.528,4.643
542.211,214.175,4.767
528.813,216.962,4.138
496.855,218.035,4.441
514.465,221.965,4.95
458.076,225.613,4.596
537.686,226.048,4.582
501.247,228.567,4.589
558.542,231.466,4.649
570.722,230.663,4.419
536.096,238.218,4.188
452.514,238.818,4.564
531.157,183.003,5.813
485.6,186.254,5.031
562.424,189.304,5.281
538.147,192.807,4.835
476.729,193.214,5.42
464.667,192.908,5.352
551.542,192.585,5.615
523.98,195.146,5.059
563.605,200.694,4.812
546.144,202.539,5.219
447.097,202.611,5.505
429.561,202.553,5.311
521.179,207.664,4.869
599.037,208.636,5.423
586.727,210.603,5.817
572.151,208.976,5.825
556.057,209.935,5.614
456.035,213.181,5.693
470.399,216.117,4.56
564.299,219.311,5.422
430.128,220.672,5.194
445.084,219.33,5.031
578.387,220.561,4.67
551.309,222.403,4.376
592.954,222.11,5.304
474.727,227.383,5.412
442.437,230.155,5.259
525.68,229.79,5.202
513.041,235.05,5.214
547.477,233.171,4.984
464.786,235.675,4.587
486.09,235.645,4.875
591.925,237.918,4.996
441.027,241.493,5.286
498.435,241.165,4.565
523.965,242.018,4.942
561.49,246.476,5.3
511.823,246.76,5.101
501.017,252.138,5.423
548.865,169.259,5.424
494.13,179.376,5.543
556.939,178.359,6.293
447.029,181.176,5.198
459.983,180.052,6.223
472.073,180.12,5.12
505.178,179.816,5.834
519.221,181.217,5.696
572.35,180.697,5.832
544.858,182.226,5.766
597.157,184.639,5.38
584.475,186.489,6.634
425.638,190.947,6.148
439.725,192.295,5.949
498.152,191.555,5.317
453.294,191.859,5.84
572.971,191.602,6.254
592.638,198.255,5.809
606.338,197.888,6.229
630.982,197.05,5.763
415.877,200.085,5.658
487.506,199.517,5.547
580.388,199.871,6.591
616.354,203.839,6.524
418.718,212.421,5.464
436.788,210.962,5.515
618.714,214.24,5.717
391.606,214.593,6.632
631.841,217.855,6.355
486.45,222.889,5.397
614.846,225.089,5.275
638.593,226.371,6.57
626.053,229.674,6.252
583.174,230.534,5.725
426.655,234.504,5.575
475.592,242.447,4.66
577.252,243.476,4.878
548.987,245.318,5.403
427.31,246.127,5.549
537.68,249.379,5.702
588.985,249.311,5.674
414.823,251.385,5.492
525.197,253.385,5.49
437.207,254.578,5.241
599.325,255.555,6.291
512.661,258.294,6.035
549.565,258.852,5.829
537.785,262.044,5.785
515.316,159.321,7.11
460.539,161.194,6.503
439.773,165.812,6.503
505.195,165.169,6.703
494.657,166.879,5.687
468.911,168.748,6.196
451.47,170.916,7.091
535.606,170.596,6.103
524.444,170.193,6.556
512.786,171.871,6.815
568.147,171.08,6.629
428.516,171.463,6.846
594.345,174.032,6.582
482.214,173.824,6.239
582.905,174.219,6.776
420.172,179.036,6.561
434.736,179.914,6.371
408.012,186.63,5.543
611.409,186.387,5.903
635.429,187,6.822
620.251,192.691,6.726
379.553,194.298,6.858
403.225,197.22,6.125
391.3,201.421,6.807
379.308,206.604,7.236
641.83,203.525,7.099
404.405,208.405,5.951
629.235,207.097,6.784
355.596,212.082,6.921
645.264,215.162,7.12
606.623,216.097,6.867
659.396,217.769,6.544
406.763,218.834,6.689
377.592,219.561,7.321
417.039,224.09,6.365
395.144,226.043,6.569
649.972,227.142,7.289
362.39,225.033,6.989
382.842,228.973,6.491
602.887,230.047,6.296
403.801,232.338,6.306
369.877,233.255,7.729
638.012,238.659,6.612
415.538,237.67,6.011
613.552,239.204,6.155
625.395,242.221,6.461
402.833,246.044,5.822
490.338,246.448,6.253
601.205,242.693,7.222
464.833,247.185,5.917
643.132,247.169,7.549
452.51,250.257,6.233
614.682,250.338,6.5
476.783,252.979,6.285
631.886,251.502,6.901
572.753,252.802,5.683
463.021,258.542,6.399
486.98,259.482,6.094
564.742,260.725,6.183
418.949,261.922,6.931
473.547,265.626,6.39
499.787,265.523,6.178
523.335,265.366,6.421
574.287,266.331,7.159
595.383,268.009,6.455
490.281,270.703,6.234
459.44,270.705,6.5
511.774,271.203,6.59
533.221,272.849,6.11
569.047,280.656,6.981
481.328,149.347,7.959
460.665,148.311,7.222
535.533,148.892,7.492
580.743,152.832,7.23
502.713,154.47,6.8
448.968,155.978,7
472.8,155.32,6.987
489.049,157.516,7.18
564.841,157.043,7.485
529.154,159.688,7.177
427.828,159.841,7.589
541.73,159.745,7.255
591.507,161.818,7.176
479.896,163.5,7.302
578.073,163.573,6.688
603.782,164.335,7.436
555.686,164.653,7.542
416.804,166.817,7.092
617.592,166.874,7.184
395.079,175.5,8.207
626.842,175.811,7.579
406.664,175.911,6.566
639.876,176.678,7.337
607.134,176.929,6.622
370.707,180.949,7.306
384.193,183.439,7.578
657.525,181.617,7.723
395.528,187.569,6.902
362.979,190.912,8.586
341.916,198.213,8.612
353.383,199.202,7.578
330.933,203.709,7.564
654.342,206.658,6.677
672.695,207.987,7.325
342.353,211.061,7.777
366.862,212.087,6.804
671.302,221.365,7.559
348.056,222.722,7.634
680.009,229.689,7.516
664.161,230.082,7.882
354.58,233.403,8.122
653.495,238.126,7.126
393.327,239.582,7.194
381.224,242.429,7.347
654.814,248.966,7.651
367.778,250.383,6.951
392.644,251.699,7.322
405.564,256.643,6.829
428.975,255.728,7.21
621.831,259.284,7.23
644.219,259.024,7.791
659.102,258.282,7.965
585.638,259.213,6.926
448.423,263.569,6.512
608.895,262.68,7.093
631.981,263.986,7.986
396.391,266.836,7.219
434.626,267.73,6.696
547.172,269.929,7.095
561.656,269.609,6.992
408.393,271.295,7.996
584.75,272.383,7.803
421.308,275.484,7.187
480.664,272.853,7.503
445.069,275.653,6.806
469.15,276.272,7.628
