X,Y,Z
424.214,191.499,6.875
378.675,197.29,6.851
401.415,196.248,6.507
414.55,199.018,6.743
672.253,200.387,7.112
547.072,205.281,6.517
661.428,204.749,6.602
357.538,207.32,6.485
381.944,208.852,7.026
450.188,206.727,6.633
369.791,210.565,6.954
674.632,211.166,6.928
686.633,212.689,7.051
393.106,214.21,6.479
617.089,214.037,7.13
502.149,216.166,6.948
541.441,214.461,6.892
577.684,214.328,6.838
629.438,216.777,7.105
469.642,216.806,6.639
446.26,217.985,6.799
510.066,223.427,6.885
541.71,225.32,6.739
378.758,230.944,6.77
399.214,165.981,7.331
412.847,167.04,7.317
426.126,166.421,7.493
568.04,169.64,7.437
445.394,172.79,7.361
555.168,172.835,7.474
362.715,173.422,7.464
505.82,172.54,7.084
601.057,172.595,7.364
433.416,175.062,7.018
484.538,174.905,7.202
543.966,174.809,7.019
391.464,176.111,6.927
457.371,175.198,7.34
469.167,174.859,6.829
378.314,176.442,6.957
407.28,176.352,6.783
518.179,176.038,7.412
531.125,178.01,6.666
636.263,177.034,7.185
420.831,179.094,7.223
576.721,177.509,7.056
610.318,178.165,7.37
495.811,178.964,7.453
339.05,179.141,7.543
564.653,180.847,7.347
662.649,182.438,7.505
507.376,183.402,7.19
599.66,184.156,6.794
398.869,184.769,7.069
448.046,185.095,6.761
462.414,184.735,6.904
475.841,185.165,6.891
585.54,184.724,7.341
627.686,184.33,7.123
435.469,185.192,6.381
521.12,185.87,6.591
554.819,185.194,7.472
371.47,186.169,6.81
488.177,186.763,7.124
542.595,185.751,7.007
650.981,186.297,7.399
346.591,188.052,7.268
359.818,188.81,6.957
386.888,187.969,7.04
411.501,187.558,7.05
572.647,188.046,6.863
638.844,189.233,7.083
305.235,188.142,7.494
615.34,188.307,7.488
674.984,188.717,6.832
704.252,190.484,7.185
333.65,189.81,7.355
499.395,192.135,6.859
530.511,190.475,6.816
716.011,189.357,7.29
690.933,191.074,7.361
730.898,191.325,7.801
591.971,193.496,6.954
747.375,191.848,7.527
511.118,193.094,6.669
661.416,193.71,6.983
453.785,194.896,6.845
551.963,195.574,6.918
563.719,194.866,6.601
322.291,194.473,7.721
440.141,195.817,6.679
466.785,195.427,7.408
479.462,195.688,6.994
579.578,195.547,6.64
605.4,194.774,7.081
787.507,195.507,7.586
539.83,196.417,6.715
626.8,195.218,7.277
298.54,197.623,7.265
346.743,197.99,6.87
366.026,198.449,6.631
520.727,198.229,6.596
649.585,198.07,6.973
720.711,199.021,7.091
310.341,199.266,7.402
391.722,201.224,6.6
615.222,201.209,6.861
684.367,200.935,7.102
696.36,200.311,6.985
770.087,198.447,7.424
800.19,199.045,7.336
638.891,201.509,6.698
709.5,201.824,7.112
741.671,201.124,7.069
756.902,201.196,6.967
