X,Y,Z
459.294,163.701,5.557
501.242,183.744,5.665
453.526,193.114,5.301
472.251,157.055,6.49
518.799,161.804,6.375
508.714,168.51,5.781
447.812,169.212,6.74
432.803,170.579,6.2
469.276,171.833,6.285
524.878,173.14,6.447
417.838,175.317,6.177
537.94,179.536,6.289
445.923,181.147,5.963
458.855,180.164,6.476
513.983,183.122,5.684
476.084,182.609,6.488
488.319,182.671,6.446
435.333,185.154,6.441
527.315,186.552,5.912
409.622,187.151,6.224
423.692,186.379,6.973
466.825,190.818,5.552
546.053,194.381,6.328
480.493,194.697,5.885
399.719,195.527,6.917
429.036,198.983,5.656
493.963,196.06,6.198
533.989,196.675,6.797
521.057,197.111,6.244
508.629,197.613,6.129
415.781,199,6.356
569.381,199.139,6.648
461.891,204.805,5.882
539.847,207.424,6.565
500.555,207.88,6.021
449.713,207.396,6.176
484.589,212.753,6.298
527.027,211.948,6.11
551.09,212.071,6.514
427.742,220.214,6.172
442.839,218.958,6.605
461.072,147.371,6.321
485.159,150.314,6.874
410.882,152.638,7.115
437.273,155.43,7.091
497.753,155.835,5.959
534.531,162.747,6.559
572.974,163.662,7.1
483.069,166.729,6.929
548.207,166.391,7.342
409.45,167.186,7.219
397.081,167.773,7.091
496.409,172.675,6.952
356.832,174.122,7.269
561.898,173.751,7.308
601.209,177.238,7.209
387.598,178.853,7.42
400.26,180.842,6.975
551.257,181.639,7.305
573.716,180.042,7.403
377.078,185.826,7.271
364.313,185.361,8.004
350.264,185.877,7.594
561.794,188.387,7.397
386.176,192.788,6.985
581.185,193.268,7.33
596.664,192.427,7.298
372.599,196.977,6.728
358.79,197.687,7.626
557.24,200.543,7.035
440.762,198.921,6.238
474.333,205.968,6.311
589.146,205.809,7.238
353.061,209.943,7.323
365.963,209.699,7.361
514.012,210.182,6.38
436.317,208.427,6.293
418.717,211.765,6.809
563.886,213.739,6.886
504.166,219.667,7.048
456.212,219.254,6.399
492.48,220.388,6.705
468.35,221.049,5.992
538.236,221.178,7.263
403.238,219.398,7.782
476.224,230.506,7.085
509.063,231.991,6.353
435.747,229.96,7.298
449.763,231.461,6.86
464.172,231.828,6.379
483.559,242.109,6.932
457.052,241.685,7.223
475.554,139.868,6.909
448.347,143.712,7.415
566.615,146.952,7.818
551.913,149.166,8.207
425.208,150.597,7.229
539.196,150.193,7.628
395.457,152.488,8.108
526.812,153.638,7.606
582.775,153.861,7.878
449.851,157.399,7.672
374.63,159.322,7.756
560.063,159.932,8.35
334.687,160.95,8.199
361.853,161.769,7.806
385.473,164.466,7.56
349.459,162.241,8.619
423.879,163.681,7.292
587.973,167.62,8.454
342.373,173.465,8.085
371.526,172.743,7.727
329.475,173.598,7.768
588.286,182.199,8.386
324.234,185.54,7.188
337.526,185.975,8.545
345.408,197.779,7.399
305.125,200.004,8.024
329.863,199.338,8.789
292.052,203.711,8.697
392.117,207.423,7.004
607.343,206.182,7.9
379.864,206.418,7.26
406.752,206.699,7.379
575.01,209.873,7.716
327.737,215.5,8.4
303.598,213.869,8.447
597.659,216.277,7.897
584.155,219.359,8.078
358.426,221.214,8.67
516.502,220.062,7.465
375.628,219.315,8.589
607.828,223.029,8.029
414.128,223.881,7.482
572.246,226.135,7.388
526.663,226.248,8.243
550.96,226.165,7.677
561.863,229.671,8.114
423.899,231.057,8.045
494.336,231.117,7.38
594.897,230.393,8.229
531.415,237.196,8.6
519.226,240.171,7.803
425.047,244.879,7.846
440.933,241.949,7.478
471.639,243.55,7.479
507.045,244.594,7.398
492.259,247.196,8.115
449.241,252.537,7.743
496.478,131.013,9.602
473.195,131.23,8.274
509.01,135.658,8.155
555.579,134.24,9.198
459.976,134.205,7.795
419.024,137.962,8.605
529.682,132.532,8.696
543.955,138.21,8.55
579.042,137.354,8.527
435.992,137.828,7.967
487,139.255,8.403
406.283,141.683,8.356
590.783,144.167,9.456
501.423,146.231,7.058
342.211,146.643,8.094
355.369,148.341,8.631
382.318,147.071,8.118
496.316,147.026,7.079
512.689,148.181,7.238
368.711,149.246,8.816
595.852,156.104,8.687
307.082,156.895,8.965
322.51,158.627,8.866
619.677,161.332,9.148
632.922,158.898,9.553
607.172,160.986,8.131
315.332,168.556,8.78
314.821,180.964,8.492
304.651,184.493,8.928
623.32,186.61,8.984
609.84,190.326,8.971
295.545,192.088,9.293
315.809,193.645,8.874
620.656,203.693,8.776
317.376,208.619,9.509
639.711,209.374,9.201
339.234,208.048,8.698
618.714,218.906,8.445
388.379,217.463,8.237
344.18,220.467,7.58
312.34,223.014,8.327
368.105,227.572,8.945
642.306,223.776,9.515
382.188,230.17,9.3
392.794,229.832,9.041
348.941,229.814,8.407
403.108,232.91,8.476
542.211,235.37,8.871
582.458,234.895,8.196
